URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-availability-time-day,2.1.0,active,,FRCoreValueSetAvailabilityTimeDay,First day of the workweek | Premier jour de la semaine de travail,"Specifies the day on which the workweek starts. Valid values are MO, TU, WE, TH, FR, SA and SU. | Spécifie les jours à partir desquels la semaine de travail commence",,"hl7.fhir.r4.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-availability-time-rule,2.1.0,active,,FRCoreValueSetAvailabilityTimeRule,Recurrent caracteristic of the Schedule | Caractère récurrent du Schedule,"Specification of the recurrent periods | Spécifications des périodes récurrentes",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-bp-method,2.1.0,active,,FRCoreValueSetBPMeasurementMethod,FR Core ValueSet BP measurement method,"A coded type for the blood pressure measurement method",,"SCT"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-civility,2.1.0,active,,FRCoreValueSetCivility,FR Core ValueSet Civility,"The Patient or person civility",,"ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-civility-exercice-rass,2.1.0,active,,FRCoreValueSetCivilityExerciceRASS,FR Core ValueSet Civility exercice RASS,"Civilités d'exercice d'un professionnel du RASS",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-civility-rass,2.1.0,active,,FRCoreValueSetCivilityRASS,FR Core ValueSet Civility RASS,"Civilités des personnes physiques du RASS",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-cog-commune-pays,2.1.0,active,,FRCoreValueSetCOGCommunePays,FR Core ValueSet COG commune pays,"Value set town and country COG",,"ans.fr.nos,Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-contact-relationship,2.1.0,active,,FRCoreValueSetContactRelationship,FR Core ValueSet Contact relationship,"A set of codes that can be used to indicate the relationship between a Patient and a Related Person.",,"THO (V2),Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-email-type,2.1.0,draft,,FRCoreValueSetEmailType,FR Core ValueSet Email type,"The type of email",,"ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-class,2.1.0,active,,FRCoreValueSetEncounterClass,FR Core ValueSet Encounter class,"A set of codes that can be used to indicate the class of the encounter.",,"THO"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-discharge-disposition,2.1.0,active,,FRCoreValueSetEncounterDischargeDisposition,FR Core ValueSet Encounter discharge disposition,"This value set defines a set of codes that can be used to where the patient left the hospital | Circonstances de sortie de l'hôpital.",,"Internal,THO"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-identifier-type,2.1.0,active,,FRCoreValueSetEncounterIdentifierType,FR Core ValueSet Encounter identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (Encounters).",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-type,2.1.0,active,,FRCoreValueSetEncounterType,FR Core ValueSet Encounter type,"A coded type for an encounter | Jeu de valeurs des types de rencontre.",,"THO (V2),Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-height-body-position,2.1.0,active,,FRCoreValueSetHeightBodyPosition,FR Core ValueSet BodyPosition,"ValueSet Body Position",,"SCT"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-identity-method-collection,2.1.0,active,"2.16.840.1.113883.2.8.1.3.31",FRCoreValueSetIdentityMethodCollection,FR Core ValueSet Identity method collection,"The validation mode of the identity.",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-identity-reliability,2.1.0,active,,FRCoreValueSetIdentityReliabilityStatus,FR Core ValueSet Identity reliability,"The reliability of the identity.",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-insee-code,2.1.0,active,"2.16.840.1.113883.2.8.1.3.4",FRCoreValueSetINSEECode,FR Core ValueSet INSEE code,"the French Address Insee Codes",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-identifier-type,2.1.0,active,,FRCoreValueSetLocationIdentifierType,FR Core ValueSet Location identifier type,"A coded type for a location | Jeu de valeurs des types d'identifiant de lieu.",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-physical-type,2.1.0,active,,FRCoreValueSetLocationPhysicalType,FR Core ValueSet Location physical type,"French location physical type | Types de lieux physiques pour la France",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-position-room,2.1.0,active,,FRCoreValueSetLocationPositionRoom,FR Core ValueSet Location position room,"position room | position physique de l'emplacement du lit",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-type,2.1.0,active,,FRCoreValueSetLocationType,FR Core ValueSet Location type,"A role for a location | Jeu de valeurs du rôle joué par un lieu",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-marital-status,2.1.0,active,,FRCoreValueSetMaritalStatus,FR Core ValueSet Patient gender INS ValueSet,"Patient Gender for INS : male | female | unknown",,"THO (V3),Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-mode-validation-identity,2.1.0,active,,FRCoreValueSetModeValidationIdentity,FR Core ValueSet Mode validation identity,"The validation mode of the identity.",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-activity-field,2.1.0,active,,FRCoreValueSetOrganizationActivityField,FR Core ValueSet Organization activity field,"The activity field of the organization | Secteur d'activité de l'organisation.",,"ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-identifier-type,2.1.0,active,,FRCoreValueSetOrganizationIdentifierType,FR Core ValueSet Organization identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (Organizations).",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-type,2.1.0,active,,FRCoreValueSetOrganizationType,FR Core ValueSet Organization type,"Organization types | Types de structures",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-uf-activity-field,2.1.0,draft,,FRCoreValueSetOrganizationUFActivityField,FR Core ValueSet Organization UF activity field,"Organization UF activity field | Champ d'activité des structures UF",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-contact-role,2.1.0,active,,FRCoreValueSetPatientContactRole,FR Core ValueSet Patient contact role,"ValueSet patient contact role",,"THO (V2),ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-gender-INS,2.1.0,active,,FRCoreValueSetPatientGenderINS,FR Core ValueSet Patient gender INS ValueSet,"Patient Gender for INS : male | female | unknown",,"hl7.fhir.r4.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-identifier-type,2.1.0,active,,FRCoreValueSetPatientIdentifierType,FR Core ValueSet Patient identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (identification of a patient).",,"THO (V2),Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-practitioner-identifier-type,2.1.0,active,,FRCoreValueSetPractitionerIdentifierType,FR Core ValueSet Practitioner identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (providers identification)",,"THO (V2),ans.fr.nos,Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-practitioner-qualification,2.1.0,active,,FRCoreValueSetPractitionerQualification,FR Core ValueSet Practitioner qualification,"A code classifying the qualification of the provider",,"ans.fr.nos,Other"
