URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-availability-time-day,2.0.0-ballot,draft,,FRCoreValueSetAvailabilityTimeDay,First day of the workweek | Premier jour de la semaine de travail,"Specifies the day on which the workweek starts. Valid values are MO, TU, WE, TH, FR, SA and SU. | Spécifie les jours à partir desquels la semaine de travail commence",,"hl7.fhir.r4.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-availability-time-rule,2.0.0-ballot,draft,,FRCoreValueSetAvailabilityTimeRule,Recurrent caracteristic of the Schedule | Caractère récurrent du Schedule,"Specification of the recurrent periods | Spécifications des périodes récurrentes",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-bp-method,2.0.0-ballot,draft,,FRCoreValueSetBPMeasurementMethod,FR Core ValueSet BP measurement method,"A coded type for the blood pressure measurement method",,"SCT"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-civility,2.0.0-ballot,draft,,FRCoreValueSetCivility,FR Core ValueSet Civility,"The Patient or person civility",,"ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-civility-exercice-rass,2.0.0-ballot,draft,,FRCoreValueSetCivilityExerciceRASS,FR Core ValueSet Civility exercice RASS,"Civilités d'exercice d'un professionnel du RASS",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-civility-rass,2.0.0-ballot,draft,,FRCoreValueSetCivilityRASS,FR Core ValueSet Civility RASS,"Civilités des personnes physiques du RASS",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-cog-commune-pays,2.0.0-ballot,draft,,FRCoreValueSetCOGCommunePays,FR Core ValueSet COG commune pays,"Value set town and country COG",,"ans.fr.nos,Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-contact-relationship,2.0.0-ballot,draft,,FRCoreValueSetContactRelationship,FR Core ValueSet Contact relationship,"A set of codes that can be used to indicate the relationship between a Patient and a Related Person.",,"THO (V2),Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-email-type,2.0.0-ballot,draft,,FRCoreValueSetEmailType,FR Core ValueSet Email type,"The type of email",,"ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-class,2.0.0-ballot,draft,,FRCoreValueSetEncounterClass,FR Core ValueSet Encounter class,"A set of codes that can be used to indicate the class of the encounter.",,"THO"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-discharge-disposition,2.0.0-ballot,draft,,FRCoreValueSetEncounterDischargeDisposition,FR Core ValueSet Encounter discharge disposition,"This value set defines a set of codes that can be used to where the patient left the hospital | Circonstances de sortie de l'hôpital.",,"Internal,THO"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-identifier-type,2.0.0-ballot,draft,,FRCoreValueSetEncounterIdentifierType,FR Core ValueSet Encounter identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (Encounters).",,"Other"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-type,2.0.0-ballot,draft,,FRCoreValueSetEncounterType,FR Core ValueSet Encounter type,"A coded type for an encounter | Jeu de valeurs des types de rencontre.",,"THO (V2),Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-height-body-position,2.0.0-ballot,draft,,FRCoreValueSetHeightBodyPosition,FR Core ValueSet BodyPosition,"ValueSet Body Position",,"SCT"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-identity-method-collection,2.0.0-ballot,draft,"2.16.840.1.113883.2.8.1.3.31",FRCoreValueSetIdentityMethodCollection,FR Core ValueSet Identity method collection,"The validation mode of the identity.",,"Internal"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-identity-reliability,2.0.0-ballot,draft,,FRCoreValueSetIdentityReliabilityStatus,FR Core ValueSet Identity reliability,"The reliability of the identity.",,"Internal"
